No,Name,Normal Price,Discounted Price,Specifications,URL
Filament Compatibility  : PLA, ABS, HIPS, Wood
-----
No.of Extruders: 1
-----
3D Printing Software: Cura, Simplify3D
Supported File Formats: STL, .OBJ, .AMF, GCODE
-----
Extruder Temperature: 260ÂºC Max
Heating Bed Temperature: 100ÂºC
-----
Power Requirements: 110V/220V AC, 50/60Hz
Connectivity (Interface): SD Card, USB line
-----
Machine weight: 5.8 kg for pulley

7 kg for linear version
Shipping box weight: 9 kg
Machine Dimensions: 315mmÃ— 680mm (Height) for Pulley	

380mmÃ— 680mm (Height) for Linear Plus
Shipping box dimensions: 730x130x380mm
Shipping Location: China, USA, Germany, Spain, Australia",https://www.3dprintersonlinestore.com/3d-printers/anycubic-kossel-delta-3d-printer

113,Anet A8 Autoleveling Reprap i3 3D Printer Kit,$225 USD,$199 USD,"Item Condition: New
Manufacturer Warranty: 1 year
-----
Technology: FDM
-----
Layer Thickness: 0.1-0.4 mm
X Y Axis Position Accuracy: 0.012mm  
Z Axis Position Accuracy: 0.004mm
Print size ( X Y Z ): 220*220*240mm
Print Speed: 30~120mm/s
Filament Diameter: 1.75mm
Nozzle Diameter: 0.4mm
Filament Compatibility  : ABS/PLA/HIPS/PETG/TPU/Wood/Nylon/ PP 
-----
Chassis: Acrylic
No.of Extruders: 1
-----
3D Printing Software: Cura, Simplify3D
Supported File Formats: STL, .OBJ, .AMF, GCODE
Operating System: Win/Linux/Mac
-----
Extruder Temperature: 260ÂºC Max
Heating Bed Temperature: 100ÂºC
-----
AC Input: 12 Voltage DC
Power Requirements: 110V/220V AC, 50/60Hz
Connectivity (Interface): SD Card, USB line
-----
Machine weight: 8.5 kg
Shipping box weight: 9.5 kg
Machine Dimensions: 510*400*415 mm
Shipping box dimensions: 520*350*220mm
Shipping Location: China, USA, Germany, Russia",https://www.3dprintersonlinestore.com/3d-printers/anet-a8-3d-printer-kit

114,Flsun 3D Ormerod Reprap 3D Printer Kit,$245 USD,$195 USD,"Item Condition: New
Manufacturer Warranty: One Year
-----
Technology: FDM
Accuracy: Z 0.004mm, XY 0.012mm.
-----
Print size ( X Y Z ): 200*200*250mm
Print Speed: 150 mm/s
Layer Resolution: 0.05-0.4mm
Filament Diameter: 1.75mm
Nozzle Diameter: 0.4mm
Filament Compatibility  : PLA, ABS,WOOD,HIPS,PVA,Nylon,poly,TPU
Print in multi color: No
-----
Extruder Type: E3D V5 long distance J-head.
Print Plate (Build Platform): Heated Bed
-----
3D Printing Software: Cura, Repetier Host, Simplify3D
Supported File Formats: .stl, g-code.
-----
Extruder Temperature: 260Â°C
Heating Bed Temperature: 70-110Â°C
-----
Power Requirements: 200W / 300W
Connectivity (Interface): USB, SD Card
-----
Machine weight: 7.5 kg
Shipping box weight: 8.5 kg
Machine Dimensions: 460X 400 X420mm
Shipping box dimensions: 530X 230X 290mm",https://www.3dprintersonlinestore.com/3d-printers/flsun-ormerod-3d-printer

115,Makerbot Replicator Desktop 3D Printer,"$2,899 USD",,"Manufacturer Warranty: 6 Months
-----
Print size ( X Y Z ): 246 x 152 x 155 mm
Layer Resolution: 100 microns
Print Precision (Layer Thickness) : 0.1 mm
Filament Diameter: 1.75 mm
Nozzle Diameter: 0.4 mm
Filament Compatibility  : PLA
-----
Chassis: PC ABS with powder-coated steel reinforcement
No.of Extruders: One
Print Plate (Build Platform): Glass with blue tape
-----
3D Printing Software: Makerbot Makerware
Supported File Formats: .makerbot
Operating System: Windows/MAC/Linux
-----
Power Requirements: 100â€“240V, 50â€“60 HZ

0.76-0.43 A, 100 W

-----
Connectivity (Interface): USB, Ethernet, Wi-fi
-----
Machine weight: 16 Kg
Shipping box weight: 20 Kg
Machine Dimensions: 580 x 441 x 410 mm
Shipping box dimensions: 576 x 521 x 546 mm
Shipping Location: USA
Lead Time (Processing/Handling Time): 3 Business days",https://www.3dprintersonlinestore.com/3d-printers/makerbot-replicator-3d-printer

116,Flashforge Explorer DLP 3D Printer,"$2,800 USD",,"Manufacturer Warranty: 3 months
-----
Print size ( X Y Z ): 51.2 x 38.4 x 100 mm
Layer Resolution: 50 microns
-----
3D Printing Software: FlashDLPrint
Supported File Formats: STL
-----
AC Input: 220V, 50Hz.
Power Requirements: 300W
Connectivity (Interface): USB Cable
-----
Machine weight: 24 Kg
Shipping box weight: 24
Machine Dimensions: 500 x 310 x780 mm
Shipping box dimensions: 605 x 415 x 385 mm
Shipping Location: China
Lead Time (Processing/Handling Time): 2 Business days",https://www.3dprintersonlinestore.com/3d-printers/flashforge-explorer-dlp-3d-printer

117,Anet A6 Reprap i3 3D Printer Kit,$275 USD,$205 USD,"Item Condition: New
Manufacturer Warranty: 1 year
-----
Technology: FDM
-----
Layer Thickness: 0.1-0.4 mm
X Y Axis Position Accuracy: 0.012mm  
Z Axis Position Accuracy: 0.004mm
Print size ( X Y Z ): 220*220*250mm
Print Speed: 30~120mm/s
Filament Diameter: 1.75mm
Nozzle Diameter: 0.4mm  (0.2/0.3/0.5/0.6mm)
Filament Compatibility  : ABS/PLA/HIPS/PETG/TPU/Wood/Nylon/ PP 
-----
No.of Extruders: 1
-----
3D Printing Software: Cura, Simplify3D
Supported File Formats: STL, .OBJ, .AMF, GCODE
Operating System: Win/Linux/Mac
-----
Extruder Temperature: 260ÂºC Max
Heating Bed Temperature: 100ÂºC
-----
AC Input: 12 Voltage DC
Power Requirements: 110V/220V AC, 50/60Hz
Connectivity (Interface): SD Card, USB line
-----
Machine weight: 9 kg
Shipping box weight: 10 kg
Machine Dimensions: 390*470*390 mm
Shipping box dimensions: 510*490*165mm
Shipping Location: China, USA, Germany, Russia",https://www.3dprintersonlinestore.com/3d-printers/anet-a6-3d-printer-kit

118,Anycubic Reprap i3 3D Printer Kit,$275 USD,$185 USD,"Item Condition: New
Manufacturer Warranty: 1 year
-----
Layer Height: X/Y/Z 0.01mm
Technology: FDM
-----
Print size ( X Y Z ): 210 x 210 x 250 (mm)
Print Speed: 20~60mm/s
Layer Resolution: 0.1-0.4 mm
Nozzle Diameter: 0.4mm
Filament Compatibility  : PLA, ABS, HIPS, Wood
-----
No.of Extruders: 1
-----
3D Printing Software: Cura, Simplify3D
Supported File Formats: STL, .OBJ, .AMF, GCODE
-----
Extruder Temperature: 260ÂºC Max
Heating Bed Temperature: 100ÂºC
-----
AC Input: 12 Voltage DC
Power Requirements: 110V/220V AC, 50/60Hz
Connectivity (Interface): SD Card, USB line
-----
Machine weight: 8 kg
Shipping box weight: 12 kg
Machine Dimensions: 475*410*460mm
Shipping box dimensions: 500x300x200mm
Shipping Location: China, USA, Germany, Spain, Australia",https://www.3dprintersonlinestore.com/3d-printers/anycubic-i3-3d-printer-kit

119,Airwolf AW3D HD - Large 3D Printer,"$2,995 USD",,"Manufacturer Warranty: 6 Months
-----
Print size ( X Y Z ): 300 x 200 x 300 mm
Layer Resolution: 60 microns
Print Precision (Layer Thickness) : 0.06 mm
Filament Diameter: 3 mm
Nozzle Diameter: .5 + .35 mm 
Filament Compatibility  : PLA, ABS and more !
-----
Print Plate (Build Platform): Heated Bed
-----
3D Printing Software: MatterControl (custom configured), Marlin Firmware, compatible with Repetier Host Print Controller, Slic3r GCode generator
Supported File Formats: STL
Operating System: Windows and MAC
-----
Power Requirements: 13.5 V DC, 320W
Connectivity (Interface): USB, SD Card
-----
Machine weight: 18 Kg
Shipping box weight: 24
Machine Dimensions: 600 mm x 440 mm x 450 mm
Shipping Location: USA
Lead Time (Processing/Handling Time): 2 Business days",https://www.3dprintersonlinestore.com/3d-printers/airwolf-aw3d-hd-large-3d-printer

120,Cubify - Cube Pro 3D Printer,"$2,799 USD",,"Manufacturer Warranty: 90 days parts and labor
-----
Print size ( X Y Z ): 285 x 230 x 270 mm
Print Speed: Maximum 15mm (9/16"") per second and polymer dependent
Layer Resolution: 70 to 200 microns
Print Precision (Layer Thickness) : 0.07 mm
Filament Compatibility  : PLA / ABS / dissolvable natural PLA
-----
Extruder Type: Print jets
No.of Extruders: One/Two/Three
Print Plate (Build Platform): Print Pad Gen3
-----
3D Printing Software: Cube software 
Supported File Formats: STL,G-code
Operating System: Windows/MAC
-----
Connectivity (Interface): Wireless, wired and mobile devices 
-----
Shipping box weight: 41 kg
Machine Dimensions: 578 x 591 x 578 mm
Shipping Location: USA
Lead Time (Processing/Handling Time): 3 Business days",https://www.3dprintersonlinestore.com/3d-printers/cube-pro-3d-printer

121,Cubicon 3DP - 110F,"$2,799 USD",,"Manufacturer Warranty: 1 Year
-----
Print size ( X Y Z ): 239 x 190 x 200 mm
Print Speed: 300 mm/sec
Layer Resolution: 100 to 300 microns
Filament Compatibility  : ABS, PLA, TPU/Flexible
-----
No.of Extruders: One
Print Plate (Build Platform): Heated bed
-----
3D Printing Software: Cubicreator
Supported File Formats: STL / OBJ
Operating System: MAC, WINDOWS, Linux
-----
Connectivity (Interface): SD Card / USB
-----
Shipping box weight: 30 Kg
Machine Dimensions: 553 x 579 x 523 mm
Shipping Location: USA
Lead Time (Processing/Handling Time): 1 week",https://www.3dprintersonlinestore.com/3d-printers/cubicon-3dp-110f
